subset,group,question_id,turns,reason,uids,prompt_tokens_max,verify_steps,accept_len,hit,p1_hit,p2_hit,p1_al,p2_al,accept_len_delta,p2_hit_delta
postfull_screening,math_reasoning,471,1,fixed_random_seed20260815,471_t0,72.0,19.0,6.105263157894737,0.8947368421052632,0.8421052631578947,0.05263157894736842,6.6875,6.0,1.7481203007518804,-0.30451127819548873
postfull_screening,math_reasoning,475,1,fixed_random_seed20260815,475_t0,60.0,76.0,5.5131578947368425,0.8552631578947368,0.75,0.10526315789473684,6.333333333333333,3.375,-2.5090643274853797,0.06081871345029239
postfull_screening,rag,487,1,fixed_random_seed20260815,487_t0,749.0,113.0,2.4867256637168142,0.584070796460177,0.4424778761061947,0.1415929203539823,2.88,2.5,-1.1799410029498523,0.1415929203539823
postfull_screening,rag,493,1,fixed_random_seed20260815,493_t0,839.0,57.0,6.421052631578948,0.9298245614035088,0.7894736842105263,0.14035087719298245,6.911111111111111,5.375,1.7666023697988429,0.030403233213924852
postfull_screening,rag,523,1,fixed_random_seed20260815,523_t0,807.0,244.0,3.778688524590164,0.6885245901639344,0.5778688524590164,0.11065573770491803,4.120567375886525,3.037037037037037,0.5814566906801293,-0.10733734187985706
postfull_screening,rag,528,1,fixed_random_seed20260815,528_t0,772.0,154.0,6.201298701298701,0.8181818181818182,0.7662337662337663,0.05194805194805195,7.220338983050848,2.375,2.3885496973146374,-0.09546230661768511
postfull_screening,rag,530,1,fixed_random_seed20260815,530_t0,767.0,161.0,5.987577639751553,0.8695652173913043,0.7639751552795031,0.10559006211180125,6.926829268292683,3.4705882352941178,2.3372708912852955,-0.04778417101703311
postfull_screening,rag,532,1,fixed_random_seed20260815,532_t0,838.0,163.0,5.478527607361963,0.852760736196319,0.7852760736196319,0.06748466257668712,5.8125,4.454545454545455,0.42170942554378144,-0.09160624651422197
postfull_screening,rag,541,1,fixed_random_seed20260815,541_t0,730.0,4.0,1.75,0.0,0.0,0.0,nan,nan,0.75,0.0
postfull_screening,rag,548,1,fixed_random_seed20260815,548_t0,739.0,165.0,5.975757575757576,0.8666666666666667,0.806060606060606,0.06060606060606061,6.511278195488722,4.4,0.7820402982706645,-0.05981278756147866
postfull_screening,rag,550,1,fixed_random_seed20260815,550_t0,846.0,45.0,5.622222222222222,0.7111111111111111,0.6666666666666666,0.044444444444444446,6.533333333333333,5.0,0.3409722222222218,-0.07013888888888889
postfull_screening,rag,559,1,fixed_random_seed20260815,559_t0,878.0,1.0,1.0,0.0,0.0,0.0,nan,nan,-3.3658536585365857,-0.10975609756097561
